Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price,product_id
Amrut Fusion,50.0,70.0,59.25,3090
Amrut Single Malt (46%),46.0,70.0,47.95,2080
Penderyn Madeira Finish,46.0,70.0,35.95,2718
Filey Bay IPA Cask Finish,46.0,70.0,54.95,2382
Starward Left Field Single Malt,40.0,70.0,34.95,1005
Filey Bay Flagship,46.0,70.0,50.95,3323
Three Ships 12 Year Old,46.3,70.0,42.75,3668
Togouchi Premium Blended Whisky,40.0,70.0,45.95,4342
Bain's Cape Mountain Whisky,40.0,70.0,24.45,2648
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,1544
Alpenglow 2015 Version Française,50.0,70.0,105.0,2914
Morris Signature Australian Single Malt,40.0,70.0,51.95,3594
The One Fine Blended Whisky,46.6,70.0,33.25,2967
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,4425
Nikka From the Barrel,51.4,50.0,41.95,304
White Peak Wire Works Small Batch Single Malt,46.2,70.0,59.95,1623
The Lakes The Whiskymaker's Reserve No.5 Single Malt,52.0,70.0,68.95,2177
Nikka Tailored,43.0,70.0,113.0,254
Nikka Days,40.0,70.0,40.95,1526
Starward Fortis Single Malt,50.0,70.0,59.95,3563
Penderyn Hiraeth,46.0,70.0,54.95,1935
Kavalan Triple Sherry Cask,40.0,70.0,82.95,4178
Penderyn Rich Oak,46.0,70.0,45.95,91
The Nikka 12 Year Old,43.0,70.0,175.0,69
Amrut Fusion,50.0,70.0,59.25,3285
Amrut Single Malt (46%),46.0,70.0,47.95,2344
Penderyn Madeira Finish,46.0,70.0,35.95,1486
Filey Bay IPA Cask Finish,46.0,70.0,54.95,1147
Starward Left Field Single Malt,40.0,70.0,34.95,3085
Filey Bay Flagship,46.0,70.0,50.95,722
Three Ships 12 Year Old,46.3,70.0,42.75,1733
Togouchi Premium Blended Whisky,40.0,70.0,45.95,4031
Bain's Cape Mountain Whisky,40.0,70.0,24.45,308
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,1156
Alpenglow 2015 Version Française,50.0,70.0,105.0,2552
Morris Signature Australian Single Malt,40.0,70.0,51.95,1066
The One Fine Blended Whisky,46.6,70.0,33.25,23
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,1310
Kyro Rye Whisky,47.2,50.0,45.75,1836
Rampur Asava,45.0,70.0,64.95,469
Ichiro's Malt & Grain World Blended Whisky,46.5,70.0,69.95,1227
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,96
Penderyn Portwood,46.0,70.0,58.95,442
Kavalan Sherry Oak,46.0,70.0,99.75,2072
Penderyn Myth,41.0,70.0,33.95,1707
Nikka Coffey Malt Whisky,45.0,70.0,62.45,1153
Kavalan Classic Single Malt,40.0,70.0,71.75,2139
Penderyn Sherrywood,46.0,70.0,42.95,558
Kavalan Solist Vinho Barrique 027A (2016),56.3,70.0,210.0,2126
Kavalan Solist Vinho Barrique 072A (2015),56.3,70.0,210.0,3326
Mackmyra Limousin,46.1,70.0,59.95,3527
East London Liquor Co London Rye Whisky,47.0,70.0,47.95,2678
The Lakes The Whiskymaker's Editions Mosaic,46.6,70.0,79.95,473
Aber Falls Whisky,40.0,70.0,24.45,3168
Langatun Old Deer,46.0,50.0,53.95,1589
Paul John Nirvana,40.0,70.0,31.95,359
Yushan Sherry Single Malt,46.0,70.0,57.95,34
Hatozaki Pure Malt Whisky,46.0,70.0,49.25,1031
Super Nikka,43.0,70.0,52.75,3683
Penderyn Celt,41.0,70.0,33.95,3139
Penderyn Legend,41.0,70.0,30.95,727
Nikka Pure Malt Red,43.0,50.0,47.45,3791
Kavalan Solist Port Cask #015A (2010),56.3,70.0,159.0,3734
English Whisky Co. 2009,57.1,70.0,86.95,635
The English 2012,46.0,70.0,63.95,728
Aikan 2017 Version Française,50.0,70.0,84.95,3100
Cardrona Growing Wings Solera,64.9,35.0,74.95,3728
Starward 2016,57.0,70.0,84.95,847
Lark 2016,60.2,70.0,250.0,185
Amahagan Yamazakura Wood Limited Edition,47.0,70.0,79.95,2112
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,2383
Nikka Taketsuru Pure Malt,43.0,70.0,63.45,3859
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,2645
Paul John Oloroso Select Cask,48.0,70.0,73.25,1827
Kavalan 2011 Rum Cask,57.1,70.0,175.0,1151
Starward Nova,41.0,70.0,44.75,3331
Mars Maltage Cosmo,43.0,70.0,55.95,2208
Kavalan Ex-Bourbon Oak,46.0,70.0,84.45,2166
Dartmoor Whisky Bordeaux Red Wine Cask,46.0,70.0,60.95,1063
Bankhall Sweet Mash,46.0,70.0,24.25,2017
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,1185
Eddu 2004,49.0,70.0,128.0,3402
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,4216
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,2056
Starward Unexpeated,50.0,70.0,80.95,4367
Mackmyra Intelligens A:02,46.1,70.0,59.95,3145
Masthouse Grain Whisky,42.0,50.0,35.95,1191
Hardenberg Club Straight Wheat,42.5,70.0,43.25,3534
Pelter Single Malt Batch 2,51.3,70.0,110.0,4485
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,1789
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,1285
The English Gently Smoked Sherry Cask 2012,46.0,70.0,63.95,1438
Starward Ginger Beer Cask,48.0,50.0,94.95,2588
Cotswolds Sherry Cask Single Malt,57.4,70.0,63.95,2298
The Norfolk 9 Year Old Rye,51.4,50.0,60.95,392
Bimber Apogee XII,46.3,70.0,59.95,4093
East London Liquor Co & Sonoma Distilling Co Blend,48.0,70.0,79.75,2553
Milk & Honey Apex,56.2,70.0,105.0,3029
Oxford Rye Whisky 2017,47.4,70.0,94.95,4273
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,600
Legendaire Reserve,44.0,50.0,41.95,59
Amahagan Edition No 3,47.0,70.0,98.95,947
Amahagan Edition No 1,47.0,70.0,74.95,632
Seven Seals The Age of Scorpio,49.7,50.0,69.95,4222
The Gospel Straight Rye,45.0,70.0,49.95,98
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,1046
Kavalan Distillery Select No.2,40.0,70.0,56.75,2564
Stauning Bastard,46.3,70.0,65.25,3309
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,1630
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,3708
Masthouse Single Malt Whisky 2017,45.0,50.0,39.95,1474
Stauning Rye,48.0,70.0,59.45,2939
Thy No.13 Stovt Whisky,51.0,50.0,120.0,1865
Millstone 3 Year Old,55.0,50.0,46.95,725
Milk & Honey Sherry Cask,46.0,70.0,51.95,1991
Beverbach Single Malt Whiskey,43.0,70.0,52.75,167
Yushan Bourbon Single Malt,46.0,70.0,53.45,902
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,3001
Hatozaki Blended Whisky,40.0,70.0,34.95,4027
Spirit of Hven,45.0,50.0,89.95,1251
Mars Kasei Blended Whisky,40.0,70.0,42.95,216
Mack by Mackmyra,40.0,70.0,35.95,4017
Kavalan Classic Single Malt,40.0,50.0,53.95,300
Limeburners Darkest Winter,63.5,70.0,230.0,431
Sacred Peated English Whisky,48.0,70.0,49.95,2686
Togouchi 15 Year Old,43.8,70.0,175.0,4050
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,2644
Akashi Red,40.0,50.0,30.45,4401
Orbital 8 Year Old,46.0,70.0,39.95,1064
Bastille 1789 Single Malt,43.0,70.0,62.95,47
Amrut Naarangi,50.0,70.0,130.0,3180
Mackmyra Vit Hund,46.1,50.0,32.45,3822
Domaine des Hautes Glaces,44.8,70.0,105.0,3502
Paul John Brilliance,46.0,70.0,41.75,2516
Starward Fortis Single Malt,50.0,70.0,59.95,3725
Starward Left Field Single Malt,40.0,70.0,34.95,4132
Morris Signature Australian Single Malt,40.0,70.0,51.95,775
Starward 2016,57.0,70.0,84.95,2538
Lark 2016,60.2,70.0,250.0,232
Starward Nova,41.0,70.0,44.75,4469
Starward Unexpeated,50.0,70.0,80.95,656
Starward Ginger Beer Cask,48.0,50.0,94.95,1433
The Gospel Straight Rye,45.0,70.0,49.95,3852
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,2681
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,2979
Limeburners Darkest Winter,63.5,70.0,230.0,397
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,3127
Starward Trio Set,43.7,60.0,56.95,667
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,1893
Hellyers Road Twin Oak,48.9,70.0,83.95,1831
Bakery Hill Batch 1,50.0,50.0,127.0,945
Bakery Hill Peated,46.0,50.0,115.0,2234
Bakery Hill Classic,46.0,50.0,138.0,408
Bakery Hill Double Wood,46.0,50.0,140.0,3818
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,1966
Hellyers Road Peated,46.2,70.0,73.75,4163
Starward Fortis Single Malt,50.0,70.0,59.95,1322
Starward Left Field Single Malt,40.0,70.0,34.95,3007
Morris Signature Australian Single Malt,40.0,70.0,51.95,1577
Starward 2016,57.0,70.0,84.95,3943
Lark 2016,60.2,70.0,250.0,37
Starward Nova,41.0,70.0,44.75,1536
Starward Unexpeated,50.0,70.0,80.95,4256
Starward Ginger Beer Cask,48.0,50.0,94.95,1398
The Gospel Straight Rye,45.0,70.0,49.95,2401
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,868
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,234
Limeburners Darkest Winter,63.5,70.0,230.0,258
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,890
Starward Trio Set,43.7,60.0,56.95,2491
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,2863
Hellyers Road Twin Oak,48.9,70.0,83.95,4000
Bakery Hill Batch 1,50.0,50.0,127.0,4358
Bakery Hill Peated,46.0,50.0,115.0,1189
Bakery Hill Classic,46.0,50.0,138.0,3037
Bakery Hill Double Wood,46.0,50.0,140.0,982
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,2042
Hellyers Road Peated,46.2,70.0,73.75,1495
Starward Fortis Single Malt,50.0,70.0,59.95,2846
Starward Left Field Single Malt,40.0,70.0,34.95,3799
Morris Signature Australian Single Malt,40.0,70.0,51.95,3923
Starward 2016,57.0,70.0,84.95,2403
Lark 2016,60.2,70.0,250.0,2163
Starward Nova,41.0,70.0,44.75,3961
Starward Unexpeated,50.0,70.0,80.95,1161
Starward Ginger Beer Cask,48.0,50.0,94.95,2371
The Gospel Straight Rye,45.0,70.0,49.95,2412
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,238
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,1850
Limeburners Darkest Winter,63.5,70.0,230.0,3853
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,822
Starward Trio Set,43.7,60.0,56.95,19
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,2819
Hellyers Road Twin Oak,48.9,70.0,83.95,1943
Bakery Hill Batch 1,50.0,50.0,127.0,1390
Bakery Hill Peated,46.0,50.0,115.0,3119
Bakery Hill Classic,46.0,50.0,138.0,2709
Bakery Hill Double Wood,46.0,50.0,140.0,803
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,4413
Hellyers Road Peated,46.2,70.0,73.75,1505
Starward Fortis Single Malt,50.0,70.0,59.95,3654
Starward Left Field Single Malt,40.0,70.0,34.95,2411
Morris Signature Australian Single Malt,40.0,70.0,51.95,677
Starward 2016,57.0,70.0,84.95,1664
Lark 2016,60.2,70.0,250.0,2691
Starward Nova,41.0,70.0,44.75,432
Starward Unexpeated,50.0,70.0,80.95,190
Starward Ginger Beer Cask,48.0,50.0,94.95,1469
The Gospel Straight Rye,45.0,70.0,49.95,323
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,905
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,2076
Limeburners Darkest Winter,63.5,70.0,230.0,3608
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,402
Starward Trio Set,43.7,60.0,56.95,816
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,4507
Hellyers Road Twin Oak,48.9,70.0,83.95,3514
Bakery Hill Batch 1,50.0,50.0,127.0,4448
Bakery Hill Peated,46.0,50.0,115.0,4140
Bakery Hill Classic,46.0,50.0,138.0,972
Bakery Hill Double Wood,46.0,50.0,140.0,3163
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,3300
Hellyers Road Peated,46.2,70.0,73.75,195
Starward Fortis Single Malt,50.0,70.0,59.95,1448
Starward Left Field Single Malt,40.0,70.0,34.95,3794
Morris Signature Australian Single Malt,40.0,70.0,51.95,2537
Starward 2016,57.0,70.0,84.95,2063
Lark 2016,60.2,70.0,250.0,2209
Starward Nova,41.0,70.0,44.75,1507
Starward Unexpeated,50.0,70.0,80.95,1683
Starward Ginger Beer Cask,48.0,50.0,94.95,78
The Gospel Straight Rye,45.0,70.0,49.95,1954
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,2260
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,1194
Limeburners Darkest Winter,63.5,70.0,230.0,1969
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,1878
Starward Trio Set,43.7,60.0,56.95,1543
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,3543
Hellyers Road Twin Oak,48.9,70.0,83.95,2903
Bakery Hill Batch 1,50.0,50.0,127.0,443
Bakery Hill Peated,46.0,50.0,115.0,175
Bakery Hill Classic,46.0,50.0,138.0,1267
Bakery Hill Double Wood,46.0,50.0,140.0,2958
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,4040
Hellyers Road Peated,46.2,70.0,73.75,4057
Starward Fortis Single Malt,50.0,70.0,59.95,3094
Starward Left Field Single Malt,40.0,70.0,34.95,3448
Morris Signature Australian Single Malt,40.0,70.0,51.95,317
Starward 2016,57.0,70.0,84.95,3507
Lark 2016,60.2,70.0,250.0,506
Starward Nova,41.0,70.0,44.75,1690
Starward Unexpeated,50.0,70.0,80.95,1410
Starward Ginger Beer Cask,48.0,50.0,94.95,1871
The Gospel Straight Rye,45.0,70.0,49.95,1338
Starward Dolce 2016 Single Malt,48.0,50.0,69.95,2330
Black Gate Batch 1 3 Year Old,46.0,50.0,99.95,3319
Limeburners Darkest Winter,63.5,70.0,230.0,3807
Sullivans Cove American Oak Single Cask Whisky,47.4,70.0,399.0,3452
Starward Trio Set,43.7,60.0,56.95,970
Morris Muscat Barrel Australian Single Malt,46.0,70.0,74.75,4051
Hellyers Road Twin Oak,48.9,70.0,83.95,1100
Bakery Hill Batch 1,50.0,50.0,127.0,4074
Bakery Hill Peated,46.0,50.0,115.0,181
Bakery Hill Classic,46.0,50.0,138.0,4396
Bakery Hill Double Wood,46.0,50.0,140.0,2605
Hellyers Road Original 'Roaring 40s',40.0,70.0,53.45,3817
Hellyers Road Peated,46.2,70.0,73.75,1388
Stauning Bastard,46.3,70.0,65.25,374
Stauning Rye,48.0,70.0,59.45,615
Thy No.13 Stovt Whisky,51.0,50.0,120.0,429
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,4058
Stauning El Clasico,45.7,70.0,64.25,4179
Stauning Smoke Single Malt,47.0,50.0,74.25,853
Stauning KAOS Whisky,46.0,70.0,66.45,344
Thy Spelt Rye Whisky,50.0,50.0,77.95,4091
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,2036
Stauning KAOS Whisky,47.3,50.0,79.95,2182
Isfjord Whisky #2,42.0,50.0,72.95,3366
Isfjord Whisky #1,42.0,50.0,72.95,3478
Stauning Bastard,46.3,70.0,65.25,3578
Stauning Rye,48.0,70.0,59.45,3149
Thy No.13 Stovt Whisky,51.0,50.0,120.0,1924
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,1209
Stauning El Clasico,45.7,70.0,64.25,4388
Stauning Smoke Single Malt,47.0,50.0,74.25,4426
Stauning KAOS Whisky,46.0,70.0,66.45,4514
Thy Spelt Rye Whisky,50.0,50.0,77.95,3553
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,3897
Stauning KAOS Whisky,47.3,50.0,79.95,2891
Isfjord Whisky #2,42.0,50.0,72.95,2301
Isfjord Whisky #1,42.0,50.0,72.95,3598
Stauning Bastard,46.3,70.0,65.25,1025
Stauning Rye,48.0,70.0,59.45,2821
Thy No.13 Stovt Whisky,51.0,50.0,120.0,2119
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,2349
Stauning El Clasico,45.7,70.0,64.25,2395
Stauning Smoke Single Malt,47.0,50.0,74.25,53
Stauning KAOS Whisky,46.0,70.0,66.45,4366
Thy Spelt Rye Whisky,50.0,50.0,77.95,819
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,1076
Stauning KAOS Whisky,47.3,50.0,79.95,4111
Isfjord Whisky #2,42.0,50.0,72.95,2436
Isfjord Whisky #1,42.0,50.0,72.95,4239
Stauning Bastard,46.3,70.0,65.25,1677
Stauning Rye,48.0,70.0,59.45,3175
Thy No.13 Stovt Whisky,51.0,50.0,120.0,4244
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,1930
Stauning El Clasico,45.7,70.0,64.25,3904
Stauning Smoke Single Malt,47.0,50.0,74.25,2290
Stauning KAOS Whisky,46.0,70.0,66.45,4083
Thy Spelt Rye Whisky,50.0,50.0,77.95,3086
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,7
Stauning KAOS Whisky,47.3,50.0,79.95,1738
Isfjord Whisky #2,42.0,50.0,72.95,2483
Isfjord Whisky #1,42.0,50.0,72.95,1564
Stauning Bastard,46.3,70.0,65.25,2707
Stauning Rye,48.0,70.0,59.45,3161
Thy No.13 Stovt Whisky,51.0,50.0,120.0,2352
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,3983
Stauning El Clasico,45.7,70.0,64.25,4231
Stauning Smoke Single Malt,47.0,50.0,74.25,122
Stauning KAOS Whisky,46.0,70.0,66.45,3444
Thy Spelt Rye Whisky,50.0,50.0,77.95,1385
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,1065
Stauning KAOS Whisky,47.3,50.0,79.95,479
Isfjord Whisky #2,42.0,50.0,72.95,67
Isfjord Whisky #1,42.0,50.0,72.95,332
Stauning Bastard,46.3,70.0,65.25,4011
Stauning Rye,48.0,70.0,59.45,364
Thy No.13 Stovt Whisky,51.0,50.0,120.0,2581
Stauning Young Rye Whisky 2013,48.4,50.0,64.95,854
Stauning El Clasico,45.7,70.0,64.25,4515
Stauning Smoke Single Malt,47.0,50.0,74.25,2796
Stauning KAOS Whisky,46.0,70.0,66.45,3390
Thy Spelt Rye Whisky,50.0,50.0,77.95,655
Stauning 2012 Peated Single Malt,48.4,50.0,82.95,1409
Stauning KAOS Whisky,47.3,50.0,79.95,4267
Isfjord Whisky #2,42.0,50.0,72.95,4117
Isfjord Whisky #1,42.0,50.0,72.95,1981
Millstone 3 Year Old,55.0,50.0,46.95,2897
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,3959
Zuidam Millstone 2008,40.0,70.0,85.25,2532
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,3700
Zuidam Millstone 2007,43.0,70.0,80.75,4429
Zuidam Millstone 2006,43.0,70.0,81.95,4237
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,3571
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,3962
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,2147
Zuidam Millstone 100 Rye,50.0,70.0,89.95,3860
Millstone 3 Year Old,55.0,50.0,46.95,1653
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,2150
Zuidam Millstone 2008,40.0,70.0,85.25,2315
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,958
Zuidam Millstone 2007,43.0,70.0,80.75,673
Zuidam Millstone 2006,43.0,70.0,81.95,2306
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,3181
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,3592
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,25
Zuidam Millstone 100 Rye,50.0,70.0,89.95,2431
Millstone 3 Year Old,55.0,50.0,46.95,3701
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,2750
Zuidam Millstone 2008,40.0,70.0,85.25,1832
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,3933
Zuidam Millstone 2007,43.0,70.0,80.75,475
Zuidam Millstone 2006,43.0,70.0,81.95,3221
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,4402
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,1173
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,1758
Zuidam Millstone 100 Rye,50.0,70.0,89.95,637
Millstone 3 Year Old,55.0,50.0,46.95,4398
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,2880
Zuidam Millstone 2008,40.0,70.0,85.25,2548
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,3937
Zuidam Millstone 2007,43.0,70.0,80.75,1900
Zuidam Millstone 2006,43.0,70.0,81.95,2299
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,622
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,3675
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,33
Zuidam Millstone 100 Rye,50.0,70.0,89.95,849
Millstone 3 Year Old,55.0,50.0,46.95,1214
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,3615
Zuidam Millstone 2008,40.0,70.0,85.25,711
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,603
Zuidam Millstone 2007,43.0,70.0,80.75,3019
Zuidam Millstone 2006,43.0,70.0,81.95,3866
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,2262
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,1688
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,2680
Zuidam Millstone 100 Rye,50.0,70.0,89.95,3027
Millstone 3 Year Old,55.0,50.0,46.95,1418
Zuidam Dutch Rye Whisky,46.0,70.0,65.95,1842
Zuidam Millstone 2008,40.0,70.0,85.25,1898
Millstone Oloroso Sherry Cask,46.0,70.0,53.75,3746
Zuidam Millstone 2007,43.0,70.0,80.75,2093
Zuidam Millstone 2006,43.0,70.0,81.95,224
Zuidam Millstone 5 Year Old Lightly Peated,40.0,70.0,62.95,299
Zuidam Millstone 5 Year Old,40.0,70.0,55.95,1056
Zuidam Millstone 12 Year Old,46.0,70.0,105.0,4126
Zuidam Millstone 100 Rye,50.0,70.0,89.95,1856
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,1199
Kyro Rye Whisky,47.2,50.0,45.75,2173
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,1175
Muteman Rye Whiskey,40.0,50.0,44.75,1739
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,108
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,425
Kyro Rye Whisky,47.2,50.0,45.75,702
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,1824
Muteman Rye Whiskey,40.0,50.0,44.75,2518
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,3483
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,39
Kyro Rye Whisky,47.2,50.0,45.75,3899
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,554
Muteman Rye Whiskey,40.0,50.0,44.75,4153
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,3796
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,1277
Kyro Rye Whisky,47.2,50.0,45.75,984
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,2843
Muteman Rye Whiskey,40.0,50.0,44.75,186
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,275
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,2693
Kyro Rye Whisky,47.2,50.0,45.75,3955
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,2226
Muteman Rye Whiskey,40.0,50.0,44.75,4511
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,657
Kyro Wood Smoke Malt Rye Whisky,47.2,50.0,49.95,3742
Kyro Rye Whisky,47.2,50.0,45.75,95
Helsinki Whiskey Rye Malt,47.5,50.0,51.45,1455
Muteman Rye Whiskey,40.0,50.0,44.75,1188
Helsinki Whiskey Rum Cask Rye Malt,47.5,50.0,62.45,1778
Alpenglow 2015 Version Française,50.0,70.0,105.0,4234
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,951
Aikan 2017 Version Française,50.0,70.0,84.95,3784
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,3938
Eddu 2004,49.0,70.0,128.0,4353
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,799
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,720
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,1744
Legendaire Reserve,44.0,50.0,41.95,4518
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,1725
Bastille 1789 Single Malt,43.0,70.0,62.95,260
Domaine des Hautes Glaces,44.8,70.0,105.0,2283
Glann Ar Mor,46.0,70.0,77.75,2833
Domaine des Hautes Glaces Ceros Single Rye Whisky,55.0,70.0,170.0,375
Fontagard PNDC 9918-9 Single Malt,44.0,70.0,47.95,1016
La Piautre 2018 Version Française,56.0,70.0,102.0,2103
Amaethon French Whisky,45.0,70.0,52.95,1075
Veuve Goudoulin Single Malt,43.2,70.0,51.95,3291
Le Breuil Origine,46.0,70.0,64.95,2328
Armorik 10 Year Old,46.0,70.0,53.95,3004
Armorik Yeun Elez Jobic,46.0,70.0,53.95,4516
Kornog Peated French Single Malt Whisky,46.0,70.0,81.25,4113
Glann Ar Mor 2010,51.0,70.0,125.0,1061
Hepp 2014,45.0,70.0,79.95,2556
Alpenglow 2015 Version Française,50.0,70.0,105.0,2269
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,2558
Aikan 2017 Version Française,50.0,70.0,84.95,2753
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,3689
Eddu 2004,49.0,70.0,128.0,1258
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,3858
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,553
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,394
Legendaire Reserve,44.0,50.0,41.95,1090
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,719
Bastille 1789 Single Malt,43.0,70.0,62.95,4047
Domaine des Hautes Glaces,44.8,70.0,105.0,3854
Glann Ar Mor,46.0,70.0,77.75,1552
Domaine des Hautes Glaces Ceros Single Rye Whisky,55.0,70.0,170.0,4404
Fontagard PNDC 9918-9 Single Malt,44.0,70.0,47.95,621
La Piautre 2018 Version Française,56.0,70.0,102.0,3971
Amaethon French Whisky,45.0,70.0,52.95,4508
Veuve Goudoulin Single Malt,43.2,70.0,51.95,965
Le Breuil Origine,46.0,70.0,64.95,1820
Armorik 10 Year Old,46.0,70.0,53.95,1019
Armorik Yeun Elez Jobic,46.0,70.0,53.95,3041
Kornog Peated French Single Malt Whisky,46.0,70.0,81.25,2752
Glann Ar Mor 2010,51.0,70.0,125.0,3862
Hepp 2014,45.0,70.0,79.95,3305
Castan-Vilanova 2017,49.0,70.0,79.95,2113
Eddu 2011,48.0,70.0,110.0,2104
Domaine Des Hautes Glaces 2016,55.3,70.0,150.0,3389
Michel Couvreur Candid Malt,49.0,70.0,105.0,2186
